event_id,customer_id,event_month,event_date,event_type,mrr_delta,mrr_after_event
A-7f29a7-2024-09,A-7f29a7,2024-09,2024-09-30,new,779.0,779.0
A-7f29a7-2024-10,A-7f29a7,2024-10,2024-10-31,expansion,2788.0,3567.0
A-7f29a7-2024-11,A-7f29a7,2024-11,2024-11-30,expansion,2788.0,6355.0
A-7f29a7-2024-12,A-7f29a7,2024-12,2024-12-31,expansion,11726.0,18081.0
A-7f4db3-2023-03,A-7f4db3,2023-03,2023-03-31,new,1788.0,1788.0
A-7f4db3-2023-07,A-7f4db3,2023-07,2023-07-31,expansion,833.0,2621.0
A-7f4db3-2023-10,A-7f4db3,2023-10,2023-10-31,expansion,1687.0,4308.0
A-7f4db3-2024-03,A-7f4db3,2024-03,2024-03-31,expansion,784.0,5092.0
A-7f4db3-2024-06,A-7f4db3,2024-06,2024-06-30,expansion,8955.0,14047.0
A-7f4db3-2024-07,A-7f4db3,2024-07,2024-07-31,contraction,-196.0,13851.0
A-7f4db3-2024-08,A-7f4db3,2024-08,2024-08-31,expansion,3871.0,17722.0
A-7f4db3-2024-11,A-7f4db3,2024-11,2024-11-30,expansion,3582.0,21304.0
A-7f4db3-2024-12,A-7f4db3,2024-12,2024-12-31,expansion,4776.0,26080.0
A-7f6b86-2023-10,A-7f6b86,2023-10,2023-10-31,new,3746.0,3746.0
A-7f6b86-2024-01,A-7f6b86,2024-01,2024-01-31,expansion,2205.0,5951.0
A-7f6b86-2024-04,A-7f6b86,2024-04,2024-04-30,contraction,-2205.0,3746.0
A-7f6b86-2024-05,A-7f6b86,2024-05,2024-05-31,expansion,855.0,4601.0
A-7f6b86-2024-09,A-7f6b86,2024-09,2024-09-30,expansion,11741.0,16342.0
A-7f6b86-2024-12,A-7f6b86,2024-12,2024-12-31,expansion,855.0,17197.0
A-7f8241-2023-03,A-7f8241,2023-03,2023-03-31,new,646.0,646.0
A-7f8241-2023-05,A-7f8241,2023-05,2023-05-31,expansion,646.0,1292.0
A-7f8241-2023-06,A-7f8241,2023-06,2023-06-30,expansion,6766.0,8058.0
A-7f8241-2023-07,A-7f8241,2023-07,2023-07-31,expansion,1666.0,9724.0
A-7f8241-2023-08,A-7f8241,2023-08,2023-08-31,expansion,1666.0,11390.0
A-7f8241-2023-09,A-7f8241,2023-09,2023-09-30,expansion,3332.0,14722.0
A-7f8241-2023-10,A-7f8241,2023-10,2023-10-31,expansion,6766.0,21488.0
A-7f8241-2023-12,A-7f8241,2023-12,2023-12-31,expansion,646.0,22134.0
A-7f8241-2024-01,A-7f8241,2024-01,2024-01-31,expansion,1140.0,23274.0
A-7f8241-2024-06,A-7f8241,2024-06,2024-06-30,expansion,7164.0,30438.0
A-7f8241-2024-08,A-7f8241,2024-08,2024-08-31,expansion,1666.0,32104.0
A-7f8241-2024-10,A-7f8241,2024-10,2024-10-31,expansion,646.0,32750.0
A-7f8241-2024-12,A-7f8241,2024-12,2024-12-31,expansion,6766.0,39516.0
A-80eeb6-2023-07,A-80eeb6,2023-07,2023-07-31,new,646.0,646.0
A-80eeb6-2023-08,A-80eeb6,2023-08,2023-08-31,expansion,18988.0,19634.0
A-80eeb6-2023-10,A-80eeb6,2023-10,2023-10-31,expansion,418.0,20052.0
A-80eeb6-2024-02,A-80eeb6,2024-02,2024-02-29,expansion,10179.0,30231.0
A-80eeb6-2024-04,A-80eeb6,2024-04,2024-04-30,expansion,12935.0,43166.0
A-80eeb6-2024-05,A-80eeb6,2024-05,2024-05-31,expansion,17711.0,60877.0
A-80eeb6-2024-09,A-80eeb6,2024-09,2024-09-30,contraction,-3949.0,56928.0
A-80eeb6-2024-10,A-80eeb6,2024-10,2024-10-31,expansion,1591.0,58519.0
A-80eeb6-2024-11,A-80eeb6,2024-11,2024-11-30,expansion,418.0,58937.0
A-80eeb6-2024-12,A-80eeb6,2024-12,2024-12-31,expansion,3732.0,62669.0
A-812c5b-2024-05,A-812c5b,2024-05,2024-05-31,new,6370.0,6370.0
A-812c5b-2024-07,A-812c5b,2024-07,2024-07-31,expansion,3740.0,10110.0
A-812c5b-2024-10,A-812c5b,2024-10,2024-10-31,expansion,3740.0,13850.0
A-812c5b-2024-11,A-812c5b,2024-11,2024-11-30,expansion,2394.0,16244.0
A-812c5b-2024-12,A-812c5b,2024-12,2024-12-31,expansion,13640.0,29884.0
A-8145a0-2023-08,A-8145a0,2023-08,2023-08-31,new,796.0,796.0
A-8145a0-2023-09,A-8145a0,2023-09,2023-09-30,expansion,4776.0,5572.0
A-8145a0-2023-10,A-8145a0,2023-10,2023-10-31,expansion,836.0,6408.0
A-8145a0-2023-11,A-8145a0,2023-11,2023-11-30,expansion,1791.0,8199.0
A-8145a0-2024-01,A-8145a0,2024-01,2024-01-31,expansion,190.0,8389.0
A-8145a0-2024-02,A-8145a0,2024-02,2024-02-29,expansion,4975.0,13364.0
A-8145a0-2024-03,A-8145a0,2024-03,2024-03-31,expansion,995.0,14359.0
A-8145a0-2024-07,A-8145a0,2024-07,2024-07-31,contraction,-4975.0,9384.0
A-8145a0-2024-08,A-8145a0,2024-08,2024-08-31,expansion,2388.0,11772.0
A-8145a0-2024-09,A-8145a0,2024-09,2024-09-30,expansion,228.0,12000.0
A-8145a0-2024-12,A-8145a0,2024-12,2024-12-31,expansion,285.0,12285.0
A-81edc3-2023-11,A-81edc3,2023-11,2023-11-30,new,1583.0,1583.0
A-81edc3-2024-01,A-81edc3,2024-01,2024-01-31,expansion,1877.0,3460.0
A-81edc3-2024-06,A-81edc3,2024-06,2024-06-30,expansion,2465.0,5925.0
A-81edc3-2024-07,A-81edc3,2024-07,2024-07-31,expansion,245.0,6170.0
A-81edc3-2024-09,A-81edc3,2024-09,2024-09-30,expansion,8756.0,14926.0
A-81edc3-2024-11,A-81edc3,2024-11,2024-11-30,expansion,1603.0,16529.0
A-81edc3-2024-12,A-81edc3,2024-12,2024-12-31,expansion,995.0,17524.0
A-82861f-2024-05,A-82861f,2024-05,2024-05-31,new,12422.0,12422.0
A-82861f-2024-07,A-82861f,2024-07,2024-07-31,expansion,12105.0,24527.0
A-82861f-2024-08,A-82861f,2024-08,2024-08-31,expansion,779.0,25306.0
A-82861f-2024-10,A-82861f,2024-10,2024-10-31,expansion,9389.0,34695.0
A-82861f-2024-11,A-82861f,2024-11,2024-11-30,expansion,8159.0,42854.0
A-82861f-2024-12,A-82861f,2024-12,2024-12-31,contraction,-10168.0,32686.0
A-82d8a6-2024-12,A-82d8a6,2024-12,2024-12-31,new,27721.0,27721.0
A-832ec2-2024-02,A-832ec2,2024-02,2024-02-29,new,3781.0,3781.0
A-832ec2-2024-03,A-832ec2,2024-03,2024-03-31,expansion,95.0,3876.0
A-832ec2-2024-04,A-832ec2,2024-04,2024-04-30,expansion,228.0,4104.0
A-832ec2-2024-05,A-832ec2,2024-05,2024-05-31,expansion,228.0,4332.0
A-832ec2-2024-07,A-832ec2,2024-07,2024-07-31,expansion,589.0,4921.0
A-832ec2-2024-11,A-832ec2,2024-11,2024-11-30,expansion,4378.0,9299.0
A-84ebe4-2023-05,A-84ebe4,2023-05,2023-05-31,new,342.0,342.0
A-84ebe4-2023-06,A-84ebe4,2023-06,2023-06-30,expansion,3582.0,3924.0
A-84ebe4-2023-08,A-84ebe4,2023-08,2023-08-31,expansion,4179.0,8103.0
A-84ebe4-2024-02,A-84ebe4,2024-02,2024-02-29,expansion,882.0,8985.0
A-84ebe4-2024-03,A-84ebe4,2024-03,2024-03-31,expansion,1666.0,10651.0
A-84ebe4-2024-04,A-84ebe4,2024-04,2024-04-30,expansion,1224.0,11875.0
A-84ebe4-2024-08,A-84ebe4,2024-08,2024-08-31,expansion,8955.0,20830.0
A-84ebe4-2024-11,A-84ebe4,2024-11,2024-11-30,expansion,6822.0,27652.0
A-854864-2024-12,A-854864,2024-12,2024-12-31,new,14759.0,14759.0
A-855a48-2024-01,A-855a48,2024-01,2024-01-31,new,7960.0,7960.0
A-855a48-2024-02,A-855a48,2024-02,2024-02-29,expansion,1519.0,9479.0
A-855a48-2024-03,A-855a48,2024-03,2024-03-31,expansion,3052.0,12531.0
A-855a48-2024-05,A-855a48,2024-05,2024-05-31,expansion,5639.0,18170.0
A-855a48-2024-06,A-855a48,2024-06,2024-06-30,expansion,266.0,18436.0
A-855a48-2024-07,A-855a48,2024-07,2024-07-31,expansion,11940.0,30376.0
A-856b1e-2023-11,A-856b1e,2023-11,2023-11-30,new,931.0,931.0
A-856b1e-2023-12,A-856b1e,2023-12,2023-12-31,expansion,2695.0,3626.0
A-856b1e-2024-01,A-856b1e,2024-01,2024-01-31,expansion,931.0,4557.0
A-856b1e-2024-02,A-856b1e,2024-02,2024-02-29,expansion,1764.0,6321.0
A-86902e-2023-11,A-86902e,2023-11,2023-11-30,new,646.0,646.0
A-86902e-2023-12,A-86902e,2023-12,2023-12-31,expansion,12785.0,13431.0
A-86902e-2024-04,A-86902e,2024-04,2024-04-30,expansion,6766.0,20197.0
A-86902e-2024-05,A-86902e,2024-05,2024-05-31,expansion,1666.0,21863.0
A-86902e-2024-06,A-86902e,2024-06,2024-06-30,expansion,6766.0,28629.0
A-86902e-2024-11,A-86902e,2024-11,2024-11-30,expansion,646.0,29275.0
A-86902e-2024-12,A-86902e,2024-12,2024-12-31,expansion,6766.0,36041.0
A-86cdb4-2024-10,A-86cdb4,2024-10,2024-10-31,new,966.0,966.0
A-86cdb4-2024-11,A-86cdb4,2024-11,2024-11-30,expansion,882.0,1848.0
A-86cdb4-2024-12,A-86cdb4,2024-12,2024-12-31,expansion,1556.0,3404.0
A-86fc1d-2024-08,A-86fc1d,2024-08,2024-08-31,new,8316.0,8316.0
A-86fc1d-2024-10,A-86fc1d,2024-10,2024-10-31,expansion,1691.0,10007.0
A-86fc1d-2024-11,A-86fc1d,2024-11,2024-11-30,expansion,5174.0,15181.0
A-86fc1d-2024-12,A-86fc1d,2024-12,2024-12-31,contraction,-494.0,14687.0
A-87aa7b-2024-05,A-87aa7b,2024-05,2024-05-31,new,2499.0,2499.0
A-87aa7b-2024-06,A-87aa7b,2024-06,2024-06-30,expansion,3528.0,6027.0
A-87aa7b-2024-07,A-87aa7b,2024-07,2024-07-31,expansion,1064.0,7091.0
A-87aa7b-2024-08,A-87aa7b,2024-08,2024-08-31,expansion,1651.0,8742.0
A-87aa7b-2024-09,A-87aa7b,2024-09,2024-09-30,expansion,4776.0,13518.0
A-87aa7b-2024-10,A-87aa7b,2024-10,2024-10-31,expansion,4776.0,18294.0
A-87aa7b-2024-11,A-87aa7b,2024-11,2024-11-30,expansion,2088.0,20382.0
A-87aa7b-2024-12,A-87aa7b,2024-12,2024-12-31,expansion,2499.0,22881.0
A-883b7d-2024-04,A-883b7d,2024-04,2024-04-30,new,3431.0,3431.0
A-883b7d-2024-05,A-883b7d,2024-05,2024-05-31,expansion,7572.0,11003.0
A-883b7d-2024-08,A-883b7d,2024-08,2024-08-31,expansion,19521.0,30524.0
A-883b7d-2024-10,A-883b7d,2024-10,2024-10-31,contraction,-2009.0,28515.0
A-88c6ca-2024-11,A-88c6ca,2024-11,2024-11-30,new,1990.0,1990.0
A-88c6ca-2024-12,A-88c6ca,2024-12,2024-12-31,expansion,4459.0,6449.0
A-89ee83-2024-10,A-89ee83,2024-10,2024-10-31,new,9195.0,9195.0
A-89ee83-2024-11,A-89ee83,2024-11,2024-11-30,expansion,4122.0,13317.0
A-89ee83-2024-12,A-89ee83,2024-12,2024-12-31,expansion,11590.0,24907.0
A-8adedc-2024-02,A-8adedc,2024-02,2024-02-29,new,11343.0,11343.0
A-8adedc-2024-03,A-8adedc,2024-03,2024-03-31,expansion,2862.0,14205.0
A-8adedc-2024-04,A-8adedc,2024-04,2024-04-30,contraction,-4686.0,9519.0
A-8adedc-2024-05,A-8adedc,2024-05,2024-05-31,expansion,171.0,9690.0
A-8adedc-2024-06,A-8adedc,2024-06,2024-06-30,expansion,361.0,10051.0
A-8adedc-2024-07,A-8adedc,2024-07,2024-07-31,expansion,3184.0,13235.0
A-8adedc-2024-08,A-8adedc,2024-08,2024-08-31,expansion,418.0,13653.0
A-8adedc-2024-09,A-8adedc,2024-09,2024-09-30,expansion,3332.0,16985.0
A-8adedc-2024-11,A-8adedc,2024-11,2024-11-30,contraction,-3184.0,13801.0
A-8ae05d-2024-06,A-8ae05d,2024-06,2024-06-30,new,1634.0,1634.0
A-8ae05d-2024-07,A-8ae05d,2024-07,2024-07-31,expansion,1634.0,3268.0
A-8ae05d-2024-08,A-8ae05d,2024-08,2024-08-31,expansion,1634.0,4902.0
A-8ae05d-2024-11,A-8ae05d,2024-11,2024-11-30,expansion,17114.0,22016.0
A-8ae05d-2024-12,A-8ae05d,2024-12,2024-12-31,expansion,4214.0,26230.0
A-8ae3fc-2024-07,A-8ae3fc,2024-07,2024-07-31,new,589.0,589.0
A-8ae3fc-2024-08,A-8ae3fc,2024-08,2024-08-31,expansion,1029.0,1618.0
A-8ae3fc-2024-09,A-8ae3fc,2024-09,2024-09-30,expansion,2278.0,3896.0
A-8ae3fc-2024-11,A-8ae3fc,2024-11,2024-11-30,expansion,171.0,4067.0
A-8ae3fc-2024-12,A-8ae3fc,2024-12,2024-12-31,expansion,380.0,4447.0
A-8b0451-2024-09,A-8b0451,2024-09,2024-09-30,new,779.0,779.0
A-8b0451-2024-10,A-8b0451,2024-10,2024-10-31,expansion,2886.0,3665.0
A-8b0451-2024-11,A-8b0451,2024-11,2024-11-30,expansion,8938.0,12603.0
A-8b0451-2024-12,A-8b0451,2024-12,2024-12-31,expansion,19106.0,31709.0
A-8b25f2-2024-03,A-8b25f2,2024-03,2024-03-31,new,294.0,294.0
A-8b25f2-2024-05,A-8b25f2,2024-05,2024-05-31,expansion,2768.0,3062.0
A-8b25f2-2024-07,A-8b25f2,2024-07,2024-07-31,expansion,114.0,3176.0
A-8b25f2-2024-08,A-8b25f2,2024-08,2024-08-31,contraction,-190.0,2986.0
A-8b25f2-2024-09,A-8b25f2,2024-09,2024-09-30,expansion,5971.0,8957.0
A-8b25f2-2024-10,A-8b25f2,2024-10,2024-10-31,expansion,893.0,9850.0
A-8b25f2-2024-11,A-8b25f2,2024-11,2024-11-30,contraction,-893.0,8957.0
A-8b25f2-2024-12,A-8b25f2,2024-12,2024-12-31,expansion,4008.0,12965.0
A-8bde0c-2024-11,A-8bde0c,2024-11,2024-11-30,new,1176.0,1176.0
A-8bde0c-2024-12,A-8bde0c,2024-12,2024-12-31,expansion,33022.0,34198.0
A-8e47ca-2024-02,A-8e47ca,2024-02,2024-02-29,new,931.0,931.0
A-8e47ca-2024-03,A-8e47ca,2024-03,2024-03-31,expansion,4142.0,5073.0
A-8e47ca-2024-04,A-8e47ca,2024-04,2024-04-30,expansion,9950.0,15023.0
A-8e47ca-2024-05,A-8e47ca,2024-05,2024-05-31,expansion,3980.0,19003.0
A-8e47ca-2024-07,A-8e47ca,2024-07,2024-07-31,expansion,361.0,19364.0
A-8e47ca-2024-08,A-8e47ca,2024-08,2024-08-31,expansion,3781.0,23145.0
A-8e47ca-2024-11,A-8e47ca,2024-11,2024-11-30,expansion,4975.0,28120.0
A-8ed5dd-2023-08,A-8ed5dd,2023-08,2023-08-31,new,245.0,245.0
A-8ed5dd-2023-11,A-8ed5dd,2023-11,2023-11-30,expansion,340.0,585.0
A-8ed5dd-2023-12,A-8ed5dd,2023-12,2023-12-31,expansion,2254.0,2839.0
A-8ed5dd-2024-01,A-8ed5dd,2024-01,2024-01-31,expansion,995.0,3834.0
A-8ed5dd-2024-02,A-8ed5dd,2024-02,2024-02-29,expansion,5970.0,9804.0
A-8ed5dd-2024-03,A-8ed5dd,2024-03,2024-03-31,expansion,95.0,9899.0
A-8ed5dd-2024-04,A-8ed5dd,2024-04,2024-04-30,expansion,995.0,10894.0
A-8ed5dd-2024-08,A-8ed5dd,2024-08,2024-08-31,expansion,95.0,10989.0
A-8ed5dd-2024-09,A-8ed5dd,2024-09,2024-09-30,expansion,437.0,11426.0
A-8ed5dd-2024-11,A-8ed5dd,2024-11,2024-11-30,expansion,435.0,11861.0
A-902ef7-2024-09,A-902ef7,2024-09,2024-09-30,new,20584.0,20584.0
A-902ef7-2024-11,A-902ef7,2024-11,2024-11-30,expansion,1577.0,22161.0
A-902ef7-2024-12,A-902ef7,2024-12,2024-12-31,expansion,22161.0,44322.0
A-9077b0-2024-08,A-9077b0,2024-08,2024-08-31,new,38.0,38.0
A-9077b0-2024-11,A-9077b0,2024-11,2024-11-30,expansion,2786.0,2824.0
A-9077b0-2024-12,A-9077b0,2024-12,2024-12-31,expansion,741.0,3565.0
A-90a8c8-2024-08,A-90a8c8,2024-08,2024-08-31,new,1568.0,1568.0
A-90a8c8-2024-09,A-90a8c8,2024-09,2024-09-30,expansion,20099.0,21667.0
A-90a8c8-2024-10,A-90a8c8,2024-10,2024-10-31,expansion,735.0,22402.0
A-90a8c8-2024-11,A-90a8c8,2024-11,2024-11-30,expansion,1127.0,23529.0
A-90a8c8-2024-12,A-90a8c8,2024-12,2024-12-31,expansion,2985.0,26514.0
A-9123ac-2023-10,A-9123ac,2023-10,2023-10-31,new,171.0,171.0
A-9123ac-2023-12,A-9123ac,2023-12,2023-12-31,expansion,8358.0,8529.0
A-9123ac-2024-05,A-9123ac,2024-05,2024-05-31,expansion,209.0,8738.0
A-9123ac-2024-06,A-9123ac,2024-06,2024-06-30,expansion,441.0,9179.0
A-9123ac-2024-10,A-9123ac,2024-10,2024-10-31,expansion,5572.0,14751.0
A-9174e0-2024-12,A-9174e0,2024-12,2024-12-31,new,53976.0,53976.0
A-91e948-2023-08,A-91e948,2023-08,2023-08-31,new,779.0,779.0
A-91e948-2023-11,A-91e948,2023-11,2023-11-30,expansion,4018.0,4797.0
A-91e948-2023-12,A-91e948,2023-12,2023-12-31,expansion,779.0,5576.0
A-91e948-2024-07,A-91e948,2024-07,2024-07-31,expansion,8159.0,13735.0
A-91e948-2024-11,A-91e948,2024-11,2024-11-30,expansion,8159.0,21894.0
A-9208f0-2023-05,A-9208f0,2023-05,2023-05-31,new,2786.0,2786.0
A-9208f0-2023-08,A-9208f0,2023-08,2023-08-31,expansion,76.0,2862.0
A-9208f0-2023-09,A-9208f0,2023-09,2023-09-30,expansion,649.0,3511.0
A-9208f0-2024-05,A-9208f0,2024-05,2024-05-31,contraction,-98.0,3413.0
A-922109-2024-03,A-922109,2024-03,2024-03-31,new,1862.0,1862.0
A-922109-2024-04,A-922109,2024-04,2024-04-30,expansion,1515.0,3377.0
A-922109-2024-07,A-922109,2024-07,2024-07-31,expansion,8747.0,12124.0
A-922109-2024-09,A-922109,2024-09,2024-09-30,expansion,392.0,12516.0
A-922109-2024-11,A-922109,2024-11,2024-11-30,expansion,1602.0,14118.0
A-9289f6-2023-07,A-9289f6,2023-07,2023-07-31,new,646.0,646.0
A-9289f6-2023-08,A-9289f6,2023-08,2023-08-31,contraction,-228.0,418.0
A-9289f6-2023-12,A-9289f6,2023-12,2023-12-31,expansion,19.0,437.0
A-9289f6-2024-03,A-9289f6,2024-03,2024-03-31,expansion,5959.0,6396.0
A-9289f6-2024-04,A-9289f6,2024-04,2024-04-30,expansion,1568.0,7964.0
A-9289f6-2024-09,A-9289f6,2024-09,2024-09-30,expansion,3383.0,11347.0
A-9289f6-2024-11,A-9289f6,2024-11,2024-11-30,expansion,49.0,11396.0
A-9289f6-2024-12,A-9289f6,2024-12,2024-12-31,expansion,1472.0,12868.0
A-92a333-2023-08,A-92a333,2023-08,2023-08-31,new,6738.0,6738.0
A-92a333-2024-02,A-92a333,2024-02,2024-02-29,expansion,686.0,7424.0
A-92a333-2024-03,A-92a333,2024-03,2024-03-31,expansion,1791.0,9215.0
A-92a333-2024-07,A-92a333,2024-07,2024-07-31,expansion,1444.0,10659.0
A-92a3af-2024-07,A-92a3af,2024-07,2024-07-31,new,2891.0,2891.0
A-92a3af-2024-08,A-92a3af,2024-08,2024-08-31,expansion,1666.0,4557.0
A-92a3af-2024-09,A-92a3af,2024-09,2024-09-30,expansion,16793.0,21350.0
A-92a3af-2024-10,A-92a3af,2024-10,2024-10-31,expansion,4998.0,26348.0
A-92a3af-2024-11,A-92a3af,2024-11,2024-11-30,expansion,8190.0,34538.0
A-940b8b-2024-04,A-940b8b,2024-04,2024-04-30,new,7544.0,7544.0
A-940b8b-2024-05,A-940b8b,2024-05,2024-05-31,expansion,1064.0,8608.0
A-940b8b-2024-06,A-940b8b,2024-06,2024-06-30,expansion,199.0,8807.0
A-940b8b-2024-09,A-940b8b,2024-09,2024-09-30,expansion,833.0,9640.0
A-94c3cd-2024-07,A-94c3cd,2024-07,2024-07-31,new,1813.0,1813.0
A-94c3cd-2024-09,A-94c3cd,2024-09,2024-09-30,expansion,855.0,2668.0
A-94c3cd-2024-12,A-94c3cd,2024-12,2024-12-31,expansion,6368.0,9036.0
A-94d3da-2023-06,A-94d3da,2023-06,2023-06-30,new,12177.0,12177.0
A-94d3da-2023-11,A-94d3da,2023-11,2023-11-30,contraction,-2009.0,10168.0
A-94d3da-2023-12,A-94d3da,2023-12,2023-12-31,expansion,1558.0,11726.0
A-94d3da-2024-09,A-94d3da,2024-09,2024-09-30,expansion,8159.0,19885.0
A-94d3da-2024-10,A-94d3da,2024-10,2024-10-31,expansion,779.0,20664.0
A-94f8c9-2024-04,A-94f8c9,2024-04,2024-04-30,new,3224.0,3224.0
A-94f8c9-2024-06,A-94f8c9,2024-06,2024-06-30,expansion,1406.0,4630.0
A-94f8c9-2024-07,A-94f8c9,2024-07,2024-07-31,expansion,2587.0,7217.0
A-94f8c9-2024-08,A-94f8c9,2024-08,2024-08-31,expansion,5174.0,12391.0
A-94f8c9-2024-10,A-94f8c9,2024-10,2024-10-31,expansion,3630.0,16021.0
A-94f8c9-2024-11,A-94f8c9,2024-11,2024-11-30,expansion,5970.0,21991.0
A-94f8c9-2024-12,A-94f8c9,2024-12,2024-12-31,expansion,9998.0,31989.0
A-956988-2024-12,A-956988,2024-12,2024-12-31,new,29407.0,29407.0
A-95b24a-2023-07,A-95b24a,2023-07,2023-07-31,new,4887.0,4887.0
A-95b24a-2023-10,A-95b24a,2023-10,2023-10-31,expansion,8284.0,13171.0
A-95b24a-2023-12,A-95b24a,2023-12,2023-12-31,expansion,722.0,13893.0
A-95b24a-2024-01,A-95b24a,2024-01,2024-01-31,expansion,8557.0,22450.0
A-95b24a-2024-06,A-95b24a,2024-06,2024-06-30,expansion,1862.0,24312.0
A-95b24a-2024-09,A-95b24a,2024-09,2024-09-30,expansion,722.0,25034.0
A-96215d-2024-08,A-96215d,2024-08,2024-08-31,new,1990.0,1990.0
A-96215d-2024-09,A-96215d,2024-09,2024-09-30,expansion,6803.0,8793.0
A-96215d-2024-10,A-96215d,2024-10,2024-10-31,expansion,1029.0,9822.0
A-96215d-2024-11,A-96215d,2024-11,2024-11-30,expansion,490.0,10312.0
A-96bbc6-2024-05,A-96bbc6,2024-05,2024-05-31,new,3822.0,3822.0
A-96bbc6-2024-06,A-96bbc6,2024-06,2024-06-30,expansion,7761.0,11583.0
A-96bbc6-2024-09,A-96bbc6,2024-09,2024-09-30,expansion,5047.0,16630.0
A-96bbc6-2024-12,A-96bbc6,2024-12,2024-12-31,expansion,13796.0,30426.0
A-96e141-2023-12,A-96e141,2023-12,2023-12-31,new,1568.0,1568.0
A-96e141-2024-03,A-96e141,2024-03,2024-03-31,expansion,1078.0,2646.0
A-96e141-2024-05,A-96e141,2024-05,2024-05-31,expansion,2786.0,5432.0
A-96e141-2024-08,A-96e141,2024-08,2024-08-31,expansion,10036.0,15468.0
A-96e141-2024-09,A-96e141,2024-09,2024-09-30,contraction,-285.0,15183.0
A-970c97-2024-03,A-970c97,2024-03,2024-03-31,new,5572.0,5572.0
A-970c97-2024-07,A-970c97,2024-07,2024-07-31,expansion,6258.0,11830.0
A-970c97-2024-11,A-970c97,2024-11,2024-11-30,expansion,2107.0,13937.0
A-970c97-2024-12,A-970c97,2024-12,2024-12-31,expansion,1444.0,15381.0
A-9779ad-2024-04,A-9779ad,2024-04,2024-04-30,new,7960.0,7960.0
A-9779ad-2024-05,A-9779ad,2024-05,2024-05-31,expansion,7960.0,15920.0
A-9779ad-2024-06,A-9779ad,2024-06,2024-06-30,expansion,7960.0,23880.0
A-9779ad-2024-07,A-9779ad,2024-07,2024-07-31,expansion,7960.0,31840.0
A-9779ad-2024-08,A-9779ad,2024-08,2024-08-31,expansion,1960.0,33800.0
A-9779ad-2024-09,A-9779ad,2024-09,2024-09-30,expansion,1960.0,35760.0
A-9779ad-2024-10,A-9779ad,2024-10,2024-10-31,expansion,7960.0,43720.0
A-9779ad-2024-12,A-9779ad,2024-12,2024-12-31,expansion,7960.0,51680.0
A-977ca0-2023-02,A-977ca0,2023-02,2023-02-28,new,1194.0,1194.0
A-977ca0-2023-03,A-977ca0,2023-03,2023-03-31,expansion,494.0,1688.0
A-977ca0-2023-04,A-977ca0,2023-04,2023-04-30,expansion,5341.0,7029.0
A-977ca0-2023-08,A-977ca0,2023-08,2023-08-31,expansion,18109.0,25138.0
A-977ca0-2023-10,A-977ca0,2023-10,2023-10-31,expansion,209.0,25347.0
A-977ca0-2024-01,A-977ca0,2024-01,2024-01-31,expansion,114.0,25461.0
A-977ca0-2024-03,A-977ca0,2024-03,2024-03-31,expansion,294.0,25755.0
A-977ca0-2024-07,A-977ca0,2024-07,2024-07-31,expansion,1785.0,27540.0
A-977ca0-2024-08,A-977ca0,2024-08,2024-08-31,expansion,1715.0,29255.0
A-98a59a-2023-09,A-98a59a,2023-09,2023-09-30,new,3808.0,3808.0
A-98a59a-2023-11,A-98a59a,2023-11,2023-11-30,expansion,3808.0,7616.0
A-98a59a-2024-02,A-98a59a,2024-02,2024-02-29,expansion,2744.0,10360.0
A-98a59a-2024-05,A-98a59a,2024-05,2024-05-31,expansion,1064.0,11424.0
A-98a59a-2024-08,A-98a59a,2024-08,2024-08-31,expansion,11144.0,22568.0
A-98a59a-2024-09,A-98a59a,2024-09,2024-09-30,expansion,11144.0,33712.0
A-98a59a-2024-10,A-98a59a,2024-10,2024-10-31,expansion,2744.0,36456.0
A-993085-2023-08,A-993085,2023-08,2023-08-31,new,2697.0,2697.0
A-993085-2023-09,A-993085,2023-09,2023-09-30,expansion,14129.0,16826.0
A-993085-2023-10,A-993085,2023-10,2023-10-31,expansion,15920.0,32746.0
A-993085-2023-11,A-993085,2023-11,2023-11-30,expansion,589.0,33335.0
A-993085-2024-06,A-993085,2024-06,2024-06-30,expansion,1519.0,34854.0
A-993085-2024-08,A-993085,2024-08,2024-08-31,expansion,589.0,35443.0
A-993085-2024-09,A-993085,2024-09,2024-09-30,expansion,4655.0,40098.0
A-993085-2024-10,A-993085,2024-10,2024-10-31,expansion,8358.0,48456.0
A-993085-2024-12,A-993085,2024-12,2024-12-31,contraction,-8358.0,40098.0
A-9a532a-2024-08,A-9a532a,2024-08,2024-08-31,new,6567.0,6567.0
A-9a532a-2024-09,A-9a532a,2024-09,2024-09-30,expansion,2189.0,8756.0
A-9a532a-2024-10,A-9a532a,2024-10,2024-10-31,expansion,2189.0,10945.0
A-9affe6-2023-04,A-9affe6,2023-04,2023-04-30,new,1393.0,1393.0
A-9affe6-2023-06,A-9affe6,2023-06,2023-06-30,expansion,133.0,1526.0
A-9affe6-2023-09,A-9affe6,2023-09,2023-09-30,expansion,1064.0,2590.0
A-9affe6-2023-10,A-9affe6,2023-10,2023-10-31,expansion,1393.0,3983.0
A-9affe6-2023-11,A-9affe6,2023-11,2023-11-30,expansion,1176.0,5159.0
A-9affe6-2024-02,A-9affe6,2024-02,2024-02-29,expansion,1421.0,6580.0
A-9affe6-2024-06,A-9affe6,2024-06,2024-06-30,expansion,2587.0,9167.0
